Run,Cue,Jitter,Eval,runLooper.thisRepN,runLooper.thisTrialN,runLooper.thisN,runLooper.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,advanceScreen.keys,advanceScreen.rt,Prediction_Response.keys,Prediction_Response.rt,Version,frameRate,expName,date,mriMode,Subject,
Run1,stim/58_smile_edited.jpg,4.0,No,0,0,0,0,0,0,0,0,space,0.000121607848541,1,1.76088693487,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/cc_2_edited.jpg,1.5,Yes,0,0,0,0,0,1,1,1,,,1,2.37078264137,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/cc_22_edited.jpg,4.5,Yes,0,0,0,0,0,2,2,2,,,2,1.82766239546,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/cc_9_edited.jpg,2.5,No,0,0,0,0,0,3,3,3,,,2,1.51429700866,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/edited_63_smile.jpg,3.0,Yes,0,0,0,0,0,4,4,4,,,1,1.60103637257,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/EMBfemale21-4happy_Edited.jpg,3.0,Yes,0,0,0,0,0,5,5,5,,,None,,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/EMImale21-2happy_edited.jpg,3.5,No,0,0,0,0,0,6,6,6,,,None,,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/EMImale24-3happy_edited.jpg,2.0,No,0,0,0,0,0,7,7,7,,,1,1.1104497842,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/EMImale28happy_edited.jpg,4.0,No,0,0,0,0,0,8,8,8,,,1,1.68026279736,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/EMWfemale22-2happy_Edited.jpg,4.0,Yes,0,0,0,0,0,9,9,9,,,1,0.95112328641,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/EMWmale23-2happy_edited.jpg,2.0,No,0,0,0,0,0,10,10,10,,,1,1.87326502767,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Silk_Rudick_F25_edited.jpg,3.5,Yes,0,0,0,0,0,11,11,11,,,1,1.14945542388,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Female_Creative_Commons_Stockvault_10.jpg,2.0,No,0,0,0,0,0,12,12,12,,,2,1.29463280184,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Female_Creative_Commons_Stockvault_16.jpg,2.5,No,0,0,0,0,0,13,13,13,,,1,1.02917157686,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Female_Creative_Commons_Stockvault_18.jpg,4.0,No,0,0,0,0,0,14,14,14,,,1,1.42359745874,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Female_Creative_Commons_Stockvault_20.jpg,4.5,Yes,0,0,0,0,0,15,15,15,,,2,1.45912374547,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Female_Creative_Commons_Stockvault_5.jpg,2.0,No,0,0,0,0,0,16,16,16,,,2,1.81412909031,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Silk_Stroud_1189_edited.jpg,1.5,No,0,0,0,0,0,17,17,17,,,2,1.89873114184,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Silk_Stroud_1190_edited.jpg,2.5,No,0,0,0,0,0,18,18,18,,,2,2.08283951527,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/WBfemale19happy_edited.jpg,3.0,No,0,0,0,0,0,19,19,19,,,1,1.67993902813,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/WIfemale22happy_edited.jpg,4.0,No,0,0,0,0,0,20,20,20,,,2,1.33416312807,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/WWfemale22-2happy_edited.jpg,3.0,Yes,0,0,0,0,0,21,21,21,,,1,1.02049916445,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/WWfemale22happy_edited.jpg,2.0,Yes,0,0,0,0,0,22,22,22,,,1,1.20955022824,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Flicker_2_cc30_edited.jpg,4.0,No,0,0,0,0,0,23,23,23,,,1,1.2387040771,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/IMG_1094_edited.jpg,4.0,No,0,0,0,0,0,24,24,24,,,2,0.822897296107,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/M27_edited.jpg,2.0,No,0,0,0,0,0,25,25,25,,,1,1.62979336307,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Male_Creative_Commons_Stockvault_1.jpg,2.0,No,0,0,0,0,0,26,26,26,,,1,1.92567179006,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/WWmale23-4happy_edited.jpg,2.0,No,0,0,0,0,0,27,27,27,,,2,0.877934955663,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/pitt-20_edited.jpg,3.5,No,0,0,0,0,0,28,28,28,,,1,1.97542370694,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Silk_Rudick_F22_edited.jpg,3.0,Yes,0,0,0,0,0,29,29,29,,,1,1.15928482144,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Silk_Rudick_F23_edited.jpg,3.5,No,0,0,0,0,0,30,30,30,,,1,1.76249023016,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Silk_Rudick_pitt-2_edited.jpg,5.5,Yes,0,0,0,0,0,31,31,31,,,2,1.11901302946,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/Silk_Rudick_pitt-6_edited.jpg,3.0,No,0,0,0,0,0,32,32,32,,,1,1.12128439037,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/WImale22-3_edited.jpg,4.0,Yes,0,0,0,0,0,33,33,33,,,2,1.95530460589,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/WImale22happy_edited.jpg,3.0,No,0,0,0,0,0,34,34,34,,,2,1.6246373147,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/WImale23-2happy_edited.jpg,2.0,No,0,0,0,0,0,35,35,35,,,2,1.51999609362,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/WImale23happy_Edited.jpg,2.5,No,0,0,0,0,0,36,36,36,,,2,1.01653617927,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/WWmale22happy_edited.jpg,3.5,Yes,0,0,0,0,0,37,37,37,,,1,1.0541027409,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/WWmale21-3happy_edited.jpg,3.5,Yes,0,0,0,0,0,38,38,38,,,1,1.8507644655,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,stim/WWmale23-3happy_edited.jpg,3.0,No,0,0,0,0,0,39,39,39,,,2,0.900215939461,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run1,,,,0,0,0,0,,,,,,,,,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/73_smile_edited.jpg,4.0,No,0,1,1,1,0,0,0,0,space,1.98258177506,1,2.69290223818,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/cc_11_edited.jpg,1.5,Yes,0,1,1,1,0,1,1,1,,,1,1.35764774965,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/cc_17_edited.jpg,4.5,Yes,0,1,1,1,0,2,2,2,,,2,1.34194385325,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/cc_29_edited.jpg,2.5,No,0,1,1,1,0,3,3,3,,,1,0.913735559845,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/edited_61_smile.jpg,3.0,Yes,0,1,1,1,0,4,4,4,,,1,1.04038593541,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/EMBfemale21-3happy_edited.jpg,3.0,Yes,0,1,1,1,0,5,5,5,,,1,1.57989651203,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/EMImale23-2happy_edited.jpg,3.5,No,0,1,1,1,0,6,6,6,,,2,1.04126176074,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/EMImale23happy_edited.jpg,2.0,No,0,1,1,1,0,7,7,7,,,2,0.522565720334,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/EMImale24-2happy_edited.jpg,4.0,No,0,1,1,1,0,8,8,8,,,2,0.509188234954,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/EMWfemale22happy_edited.jpg,4.0,Yes,0,1,1,1,0,9,9,9,,,1,1.4105599155,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/EMWmale23-4happy_edited.jpg,2.0,No,0,1,1,1,0,10,10,10,,,2,1.0002805378,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/EMBfemale22happy_edited.jpg,3.5,Yes,0,1,1,1,0,11,11,11,,,2,1.08562654323,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Female_Creative_Commons_Stockvault_13.jpg,2.0,No,0,1,1,1,0,12,12,12,,,2,1.10555499054,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Female_Creative_Commons_Stockvault_14.jpg,2.5,No,0,1,1,1,0,13,13,13,,,1,1.43892657903,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Female_Creative_Commons_Stockvault_17.jpg,4.0,No,0,1,1,1,0,14,14,14,,,2,1.7279417825,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Female_Creative_Commons_Stockvault_19.jpg,4.5,Yes,0,1,1,1,0,15,15,15,,,2,1.09949512527,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Female_Creative_Commons_Freeimages_2.jpg,2.0,No,0,1,1,1,0,16,16,16,,,1,1.34957186884,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Flicker_2_cc20_edited.jpg,1.5,No,0,1,1,1,0,17,17,17,,,1,1.07957041017,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Flicker_2_cc23_edited.jpg,2.5,No,0,1,1,1,0,18,18,18,,,1,2.26219274191,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Flicker_2_cc25_edited.jpg,3.0,No,0,1,1,1,0,19,19,19,,,1,1.00421988565,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/IMG_1163_edited.jpg,4.0,No,0,1,1,1,0,20,20,20,,,2,0.687518524981,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/IMG_1184_edited.jpg,3.0,Yes,0,1,1,1,0,21,21,21,,,1,1.40377258026,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/IMG_1344_edited.jpg,2.0,Yes,0,1,1,1,0,22,22,22,,,1,1.28453157496,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Flicker_2_cc33_edited.jpg,4.0,No,0,1,1,1,0,23,23,23,,,2,1.62137629605,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/IMG_1148_edited.jpg,4.0,No,0,1,1,1,0,24,24,24,,,2,1.03306116191,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Male_Creative_Commons_Stockvault_3.jpg,2.0,No,0,1,1,1,0,25,25,25,,,2,1.04420523051,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Male_Creative_Commons_Freeimages_17.jpg,2.0,No,0,1,1,1,0,26,26,26,,,2,0.929539603882,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Male_Creative_Commons_Freeimages_18.jpg,2.0,No,0,1,1,1,0,27,27,27,,,2,1.05773698057,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/pitt-15_edited.jpg,3.5,No,0,1,1,1,0,28,28,28,,,2,1.02898185617,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Silk_Rudick_F31_edited.jpg,3.0,Yes,0,1,1,1,0,29,29,29,,,1,1.79569103893,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Silk_Rudick_F28_edited.jpg,3.5,No,0,1,1,1,0,30,30,30,,,2,1.47820778023,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
Run2,stim/Silk_Rudick_pitt-7_edited.jpg,5.5,Yes,0,1,1,1,0,31,31,31,,,2,1.25229118828,1A,59.9743147332,Rej_Discount,2019_Apr_25_1445,on,Rej_15,
