Run,Cue,Jitter,Eval,runLooper.thisRepN,runLooper.thisTrialN,runLooper.thisN,runLooper.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,advanceScreen.keys,advanceScreen.rt,Prediction_Response.keys,Prediction_Response.rt,Version,frameRate,expName,date,mriMode,Subject,
Run1,stim/58_smile_edited.jpg,4.0,No,0,0,0,0,0,0,0,0,space,3.98046436781,1,1.65565384747,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/cc_2_edited.jpg,1.5,Yes,0,0,0,0,0,1,1,1,,,1,2.01334451753,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/cc_22_edited.jpg,4.5,Yes,0,0,0,0,0,2,2,2,,,2,1.78610734522,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/cc_9_edited.jpg,2.5,No,0,0,0,0,0,3,3,3,,,1,1.20020135274,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/edited_63_smile.jpg,3.0,Yes,0,0,0,0,0,4,4,4,,,1,1.79607265742,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/EMBfemale21-4happy_Edited.jpg,3.0,Yes,0,0,0,0,0,5,5,5,,,2,1.49949910628,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/EMImale21-2happy_edited.jpg,3.5,No,0,0,0,0,0,6,6,6,,,1,2.40105677533,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/EMImale24-3happy_edited.jpg,2.0,No,0,0,0,0,0,7,7,7,,,1,2.32645580301,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/EMImale28happy_edited.jpg,4.0,No,0,0,0,0,0,8,8,8,,,1,1.6126961082,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/EMWfemale22-2happy_Edited.jpg,4.0,Yes,0,0,0,0,0,9,9,9,,,1,1.14440014519,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/EMWmale23-2happy_edited.jpg,2.0,No,0,0,0,0,0,10,10,10,,,2,1.13863294738,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/Silk_Rudick_F25_edited.jpg,3.5,Yes,0,0,0,0,0,11,11,11,,,1,1.42412183425,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/Female_Creative_Commons_Stockvault_10.jpg,2.0,No,0,0,0,0,0,12,12,12,,,2,1.59710666625,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/Female_Creative_Commons_Stockvault_16.jpg,2.5,No,0,0,0,0,0,13,13,13,,,1,2.15193019024,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/Female_Creative_Commons_Stockvault_18.jpg,4.0,No,0,0,0,0,0,14,14,14,,,2,1.84768197092,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
Run1,stim/Female_Creative_Commons_Stockvault_20.jpg,4.5,Yes,0,0,0,0,0,15,15,15,,,2,1.55512987627,1A,59.9743147289,Rej_Discount,2019_Apr_28_1200,on,Rej_16,
