Run,Cue,Jitter,Eval,runLooper.thisRepN,runLooper.thisTrialN,runLooper.thisN,runLooper.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,advanceScreen.keys,advanceScreen.rt,Prediction_Response.keys,Prediction_Response.rt,Version,frameRate,expName,date,mriMode,Subject,
Run1,stim/58_smile_edited.jpg,4.0,No,0,0,0,0,0,0,0,0,space,0.000118806870887,1,1.97796474484,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/cc_2_edited.jpg,1.5,Yes,0,0,0,0,0,1,1,1,,,2,1.3264785081,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/cc_22_edited.jpg,4.5,Yes,0,0,0,0,0,2,2,2,,,2,1.2282662717,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/cc_9_edited.jpg,2.5,No,0,0,0,0,0,3,3,3,,,2,1.1663271444,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/edited_63_smile.jpg,3.0,Yes,0,0,0,0,0,4,4,4,,,1,1.12145919728,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/EMBfemale21-4happy_Edited.jpg,3.0,Yes,0,0,0,0,0,5,5,5,,,1,0.967404617055,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/EMImale21-2happy_edited.jpg,3.5,No,0,0,0,0,0,6,6,6,,,2,1.38576998367,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/EMImale24-3happy_edited.jpg,2.0,No,0,0,0,0,0,7,7,7,,,2,0.956749630364,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/EMImale28happy_edited.jpg,4.0,No,0,0,0,0,0,8,8,8,,,2,1.00617671374,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/EMWfemale22-2happy_Edited.jpg,4.0,Yes,0,0,0,0,0,9,9,9,,,2,1.33310650135,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/EMWmale23-2happy_edited.jpg,2.0,No,0,0,0,0,0,10,10,10,,,2,1.06486015933,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Silk_Rudick_F25_edited.jpg,3.5,Yes,0,0,0,0,0,11,11,11,,,2,1.29737424353,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Female_Creative_Commons_Stockvault_10.jpg,2.0,No,0,0,0,0,0,12,12,12,,,2,2.19076932743,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Female_Creative_Commons_Stockvault_16.jpg,2.5,No,0,0,0,0,0,13,13,13,,,1,1.91760587343,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Female_Creative_Commons_Stockvault_18.jpg,4.0,No,0,0,0,0,0,14,14,14,,,2,1.22894707869,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Female_Creative_Commons_Stockvault_20.jpg,4.5,Yes,0,0,0,0,0,15,15,15,,,1,1.81154989483,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Female_Creative_Commons_Stockvault_5.jpg,2.0,No,0,0,0,0,0,16,16,16,,,1,1.42818279588,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Silk_Stroud_1189_edited.jpg,1.5,No,0,0,0,0,0,17,17,17,,,1,1.25388439407,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Silk_Stroud_1190_edited.jpg,2.5,No,0,0,0,0,0,18,18,18,,,2,1.44091379285,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/WBfemale19happy_edited.jpg,3.0,No,0,0,0,0,0,19,19,19,,,2,0.604495316453,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/WIfemale22happy_edited.jpg,4.0,No,0,0,0,0,0,20,20,20,,,2,0.538439001975,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/WWfemale22-2happy_edited.jpg,3.0,Yes,0,0,0,0,0,21,21,21,,,2,0.880427095195,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/WWfemale22happy_edited.jpg,2.0,Yes,0,0,0,0,0,22,22,22,,,2,1.00949801915,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Flicker_2_cc30_edited.jpg,4.0,No,0,0,0,0,0,23,23,23,,,2,0.828486406564,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/IMG_1094_edited.jpg,4.0,No,0,0,0,0,0,24,24,24,,,2,1.29318614549,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/M27_edited.jpg,2.0,No,0,0,0,0,0,25,25,25,,,2,0.507743285096,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Male_Creative_Commons_Stockvault_1.jpg,2.0,No,0,0,0,0,0,26,26,26,,,2,0.905604512402,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/WWmale23-4happy_edited.jpg,2.0,No,0,0,0,0,0,27,27,27,,,2,0.746084815648,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/pitt-20_edited.jpg,3.5,No,0,0,0,0,0,28,28,28,,,2,0.606131554669,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Silk_Rudick_F22_edited.jpg,3.0,Yes,0,0,0,0,0,29,29,29,,,2,0.998550991499,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Silk_Rudick_F23_edited.jpg,3.5,No,0,0,0,0,0,30,30,30,,,2,0.54678938401,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Silk_Rudick_pitt-2_edited.jpg,5.5,Yes,0,0,0,0,0,31,31,31,,,2,1.00261312933,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/Silk_Rudick_pitt-6_edited.jpg,3.0,No,0,0,0,0,0,32,32,32,,,2,0.925211690861,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/WImale22-3_edited.jpg,4.0,Yes,0,0,0,0,0,33,33,33,,,2,1.39077977743,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/WImale22happy_edited.jpg,3.0,No,0,0,0,0,0,34,34,34,,,2,1.2373459787,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/WImale23-2happy_edited.jpg,2.0,No,0,0,0,0,0,35,35,35,,,2,0.972721380444,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/WImale23happy_Edited.jpg,2.5,No,0,0,0,0,0,36,36,36,,,2,1.62773076992,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/WWmale22happy_edited.jpg,3.5,Yes,0,0,0,0,0,37,37,37,,,2,1.69329506217,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/WWmale21-3happy_edited.jpg,3.5,Yes,0,0,0,0,0,38,38,38,,,2,0.762894434185,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,stim/WWmale23-3happy_edited.jpg,3.0,No,0,0,0,0,0,39,39,39,,,2,1.07793264833,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run1,,,,0,0,0,0,,,,,,,,,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/73_smile_edited.jpg,4.0,No,0,1,1,1,0,0,0,0,space,1.81581543508,2,2.77321446012,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/cc_11_edited.jpg,1.5,Yes,0,1,1,1,0,1,1,1,,,2,0.671787284664,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/cc_17_edited.jpg,4.5,Yes,0,1,1,1,0,2,2,2,,,2,1.30277622445,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/cc_29_edited.jpg,2.5,No,0,1,1,1,0,3,3,3,,,2,2.85707656699,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/edited_61_smile.jpg,3.0,Yes,0,1,1,1,0,4,4,4,,,1,1.51942461394,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/EMBfemale21-3happy_edited.jpg,3.0,Yes,0,1,1,1,0,5,5,5,,,1,1.49112151831,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/EMImale23-2happy_edited.jpg,3.5,No,0,1,1,1,0,6,6,6,,,2,1.17832695032,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/EMImale23happy_edited.jpg,2.0,No,0,1,1,1,0,7,7,7,,,2,2.03664103715,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/EMImale24-2happy_edited.jpg,4.0,No,0,1,1,1,0,8,8,8,,,2,0.911394948285,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/EMWfemale22happy_edited.jpg,4.0,Yes,0,1,1,1,0,9,9,9,,,1,2.18593898803,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/EMWmale23-4happy_edited.jpg,2.0,No,0,1,1,1,0,10,10,10,,,2,1.08437963214,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/EMBfemale22happy_edited.jpg,3.5,Yes,0,1,1,1,0,11,11,11,,,2,0.814408102247,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/Female_Creative_Commons_Stockvault_13.jpg,2.0,No,0,1,1,1,0,12,12,12,,,2,1.43509660987,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/Female_Creative_Commons_Stockvault_14.jpg,2.5,No,0,1,1,1,0,13,13,13,,,2,1.93969368975,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/Female_Creative_Commons_Stockvault_17.jpg,4.0,No,0,1,1,1,0,14,14,14,,,2,2.38042429608,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/Female_Creative_Commons_Stockvault_19.jpg,4.5,Yes,0,1,1,1,0,15,15,15,,,2,1.09089286171,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/Female_Creative_Commons_Freeimages_2.jpg,2.0,No,0,1,1,1,0,16,16,16,,,None,,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/Flicker_2_cc20_edited.jpg,1.5,No,0,1,1,1,0,17,17,17,,,2,0.515993209963,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
Run2,stim/Flicker_2_cc23_edited.jpg,2.5,No,0,1,1,1,0,18,18,18,,,2,0.661944041349,1A,60.0798996955,Rej_Discount,2019_May_06_1402,on,Rej_17,
