9.4121 	WARNING 	User requested fullscreen with size [1280 1024], but screen is actually [1920, 1080]. Using actual size
10.3250 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x159D0710>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.3251 	EXP 	window1: recordFrameIntervals = False
10.4897 	EXP 	window1: recordFrameIntervals = True
10.6740 	EXP 	window1: recordFrameIntervals = False
10.8319 	EXP 	Created InstrText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.08, italic=False, name='InstrText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1.6)
10.8370 	EXP 	Created getReadyText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.08, italic=False, name='getReadyText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
10.8413 	EXP 	Created waitScannerText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 0.6,  0.6,  0.6]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.08, italic=False, name='waitScannerText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.6,  0.6,  0.6]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
10.8415 	WARNING 	No Serial Device Found.
10.8415 	EXP 	Serial: Wrote 0 (00000000) to 0 (BNC)
11.1359 	EXP 	Serial: Wrote 0 (00000000) to 1 (Parallel)
11.4349 	EXP 	Created peerPhotoCue = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='peerPhotoCue', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 542.,  620.]), texRes=128, units='pix', win=Window(...))
11.4473 	EXP 	Created PredictText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.18, italic=False, name='PredictText', opacity=1.0, ori=0, pos=array([-0.75,  0.  ]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
11.4486 	EXP 	Created delay = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='delay', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 1.,  1.]), texRes=128, units='pix', win=Window(...))
11.4526 	EXP 	Created delayText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.18, italic=False, name='delayText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
11.4579 	EXP 	Created polygon_2 = Polygon(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([ 1.,  1.,  1.]), fillColorSpace='rgb', fillRGB=array([ 1.,  1.,  1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1, name='polygon_2', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units=u'norm', vertices=ndarray(...), win=Window(...))
11.4593 	EXP 	Created PeerPhotoFeedback = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='PeerPhotoFeedback', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 1.,  1.]), texRes=128, units='pix', win=Window(...))
11.4634 	EXP 	Created peerEval = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.18, italic=False, name='peerEval', opacity=1.0, ori=0, pos=array([ 0.75,  0.  ]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
11.4674 	EXP 	Created predictText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.18, italic=False, name='predictText', opacity=1.0, ori=0, pos=array([-0.75,  0.  ]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
11.4717 	EXP 	Created polygon = Polygon(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([ 1.,  1.,  1.]), fillColorSpace='rgb', fillRGB=array([ 1.,  1.,  1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1, name='polygon', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units=u'norm', vertices=ndarray(...), win=Window(...))
11.4759 	EXP 	Created polygon_3 = Polygon(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([ 1.,  1.,  1.]), fillColorSpace='rgb', fillRGB=array([ 1.,  1.,  1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1, name='polygon_3', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units=u'norm', vertices=ndarray(...), win=Window(...))
11.4995 	EXP 	Created fix = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.3, italic=False, name='fix', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
11.5007 	EXP 	window1: blendMode = 'avg'
11.5066 	EXP 	InstrText: autoDraw = True
11.5070 	EXP 	window1: blendMode = 'avg'
11.5237 	EXP 	window1: blendMode = 'avg'
11.5409 	EXP 	window1: blendMode = 'avg'
11.5577 	EXP 	window1: blendMode = 'avg'
11.5752 	EXP 	window1: blendMode = 'avg'
11.5919 	EXP 	window1: blendMode = 'avg'
11.6086 	EXP 	window1: blendMode = 'avg'
11.6252 	EXP 	window1: blendMode = 'avg'
11.6419 	EXP 	window1: blendMode = 'avg'
11.6586 	EXP 	window1: blendMode = 'avg'
11.6754 	EXP 	window1: blendMode = 'avg'
11.6923 	EXP 	window1: blendMode = 'avg'
11.7086 	EXP 	window1: blendMode = 'avg'
11.7253 	EXP 	window1: blendMode = 'avg'
11.7420 	EXP 	window1: blendMode = 'avg'
11.7586 	EXP 	window1: blendMode = 'avg'
11.7753 	EXP 	window1: blendMode = 'avg'
11.7920 	EXP 	window1: blendMode = 'avg'
11.8086 	EXP 	window1: blendMode = 'avg'
11.8254 	EXP 	window1: blendMode = 'avg'
11.8417 	EXP 	window1: blendMode = 'avg'
11.8584 	EXP 	window1: blendMode = 'avg'
11.8750 	EXP 	window1: blendMode = 'avg'
11.8917 	EXP 	window1: blendMode = 'avg'
11.9084 	EXP 	window1: blendMode = 'avg'
11.9251 	EXP 	window1: blendMode = 'avg'
11.9417 	EXP 	window1: blendMode = 'avg'
11.9584 	EXP 	window1: blendMode = 'avg'
11.9751 	EXP 	window1: blendMode = 'avg'
11.9918 	EXP 	window1: blendMode = 'avg'
12.0084 	EXP 	window1: blendMode = 'avg'
12.0251 	EXP 	window1: blendMode = 'avg'
12.0418 	EXP 	window1: blendMode = 'avg'
12.0584 	EXP 	window1: blendMode = 'avg'
12.0751 	EXP 	window1: blendMode = 'avg'
12.0918 	EXP 	window1: blendMode = 'avg'
12.1084 	EXP 	window1: blendMode = 'avg'
12.1251 	EXP 	window1: blendMode = 'avg'
12.1418 	EXP 	window1: blendMode = 'avg'
12.1585 	EXP 	window1: blendMode = 'avg'
12.1751 	EXP 	window1: blendMode = 'avg'
12.1918 	EXP 	window1: blendMode = 'avg'
12.2085 	EXP 	window1: blendMode = 'avg'
12.2252 	EXP 	window1: blendMode = 'avg'
12.2418 	EXP 	window1: blendMode = 'avg'
12.2585 	EXP 	window1: blendMode = 'avg'
12.2752 	EXP 	window1: blendMode = 'avg'
12.2919 	EXP 	window1: blendMode = 'avg'
12.3085 	EXP 	window1: blendMode = 'avg'
12.3252 	EXP 	window1: blendMode = 'avg'
12.3418 	EXP 	window1: blendMode = 'avg'
12.3584 	EXP 	window1: blendMode = 'avg'
12.3751 	EXP 	window1: blendMode = 'avg'
12.3919 	EXP 	window1: blendMode = 'avg'
12.4085 	EXP 	window1: blendMode = 'avg'
