16.7316 	WARNING 	User requested fullscreen with size [1280 1024], but screen is actually [1920, 1080]. Using actual size
17.6849 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([-1., -1., -1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x15A99710>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.6850 	EXP 	window1: recordFrameIntervals = False
17.8503 	EXP 	window1: recordFrameIntervals = True
18.0339 	EXP 	window1: recordFrameIntervals = False
18.1847 	EXP 	Created InstrText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.08, italic=False, name='InstrText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1.6)
18.1900 	EXP 	Created getReadyText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.08, italic=False, name='getReadyText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
18.1945 	EXP 	Created waitScannerText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 0.6,  0.6,  0.6]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.08, italic=False, name='waitScannerText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.6,  0.6,  0.6]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
18.1947 	WARNING 	No Serial Device Found.
18.1947 	EXP 	Serial: Wrote 0 (00000000) to 0 (BNC)
18.5029 	EXP 	Serial: Wrote 0 (00000000) to 1 (Parallel)
18.8018 	EXP 	Created peerPhotoCue = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='peerPhotoCue', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 542.,  620.]), texRes=128, units='pix', win=Window(...))
18.8244 	EXP 	Created PredictText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.18, italic=False, name='PredictText', opacity=1.0, ori=0, pos=array([-0.75,  0.  ]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
